"ilvl","rarity","average_attack_roll","defense_target_total","helmet","upperArmor","pauldrons","gloves","belt","lowerArmor","boots"
"46","rare","558.5","78","12","15","12","8","8","15","8"
"46","epic","622.5","87","13","17","13","9","9","17","9"
"47","common","467","65","10","13","10","6","7","13","6"
"47","uncommon","513.5","72","11","14","11","7","7","15","7"
"47","rare","570","80","12","16","12","8","8","16","8"
"47","epic","635","89","13","18","13","9","9","18","9"
"48","common","476.5","67","10","13","10","7","7","13","7"
"48","uncommon","523.5","73","11","15","11","7","7","15","7"
"48","rare","581","81","12","16","12","8","8","17","8"
"48","epic","648","91","14","18","14","9","9","18","9"
"49","common","485","68","10","13","10","7","7","14","7"
"49","uncommon","534","75","11","15","11","7","8","15","8"
"49","rare","592.5","83","13","17","12","8","8","17","8"
"49","epic","660.5","92","14","18","14","9","9","19","9"
"50","common","494.5","69","10","14","10","7","7","14","7"
"50","uncommon","544","76","11","15","11","8","8","15","8"
"50","rare","603","84","13","17","13","8","8","17","8"
"50","epic","672.5","94","14","19","14","9","10","19","9"
"51","common","503.5","70","11","14","10","7","7","14","7"
"51","uncommon","554","78","12","15","12","8","8","15","8"
"51","rare","614.5","86","13","17","13","8","9","17","9"
"51","epic","685","96","14","19","14","10","10","19","10"
"52","common","513","72","11","14","11","7","7","15","7"
"52","uncommon","564","79","12","15","12","8","8","16","8"
"52","rare","625.5","88","13","17","13","9","9","18","9"
"52","epic","697.5","98","15","19","15","10","10","19","10"
"53","common","522","73","11","15","11","7","7","15","7"
"53","uncommon","574.5","80","12","16","12","8","8","16","8"
"53","rare","637","89","13","18","13","9","9","18","9"
"53","epic","710","99","15","19","15","10","10","20","10"
"54","common","531.5","74","11","15","11","7","8","15","7"
"54","uncommon","584.5","82","12","17","12","8","8","17","8"
"54","rare","648","91","14","18","14","9","9","18","9"
"54","epic","722","101","15","20","15","10","10","21","10"
"55","common","540.5","76","11","15","11","8","8","15","8"
"55","uncommon","594.5","83","13","17","12","8","8","17","8"
"55","rare","659.5","92","14","18","14","9","9","19","9"
"55","epic","735","103","16","21","15","10","10","21","10"
"56","common","550","77","12","15","11","8","8","15","8"
"56","uncommon","604.5","85","13","17","13","8","9","17","8"
"56","rare","670.5","94","14","19","14","9","10","19","9"
"56","epic","747.5","105","16","21","16","10","11","21","10"
"57","common","558.5","78","12","15","12","8","8","15","8"
"57","uncommon","614.5","86","13","17","13","8","9","17","9"
"57","rare","682","95","14","19","14","9","10","19","10"
"57","epic","760","106","16","21","16","10","11","21","11"
"58","common","567.5","79","12","15","12","8","8","16","8"
"58","uncommon","624.5","87","13","17","13","9","9","17","9"
"58","rare","693","97","15","19","14","10","10","19","10"
"58","epic","772.5","108","16","21","16","11","11","22","11"
"59","common","577","81","12","16","12","8","8","17","8"
"59","uncommon","635","89","13","18","13","9","9","18","9"
"59","rare","703.5","98","15","19","15","10","10","19","10"
"59","epic","784.5","110","17","22","16","11","11","22","11"
"60","common","586","82","12","17","12","8","8","17","8"
"60","uncommon","645","90","14","18","13","9","9","18","9"
"60","rare","715","100","15","20","15","10","10","20","10"
"60","epic","797","112","17","22","17","11","11","23","11"
"61","common","595.5","83","13","17","12","8","8","17","8"
"61","uncommon","655","92","14","18","14","9","9","19","9"
"61","rare","726","102","15","21","15","10","10","21","10"
"61","epic","809.5","113","17","23","17","11","11","23","11"
"62","common","604.5","85","13","17","13","8","9","17","8"
"62","uncommon","665","93","14","19","14","9","9","19","9"
"62","rare","737.5","103","16","21","15","10","10","21","10"
"62","epic","822","115","17","23","17","11","12","23","12"
"63","common","614","86","13","17","13","8","9","17","9"
"63","uncommon","675","95","14","19","14","9","10","19","10"
"63","rare","748.5","105","16","21","16","10","11","21","10"
"63","epic","834.5","117","18","23","17","12","12","23","12"
"64","common","622.5","87","13","17","13","9","9","17","9"
"64","uncommon","685","96","14","19","14","10","10","19","10"
"64","rare","760","106","16","21","16","10","11","21","11"
"64","epic","847","119","18","23","18","12","12","24","12"
"65","common","632","88","13","17","13","9","9","18","9"
"65","uncommon","695","97","15","19","14","10","10","19","10"
"65","rare","771","108","16","21","16","11","11","22","11"
"65","epic","859.5","120","18","24","18","12","12","24","12"
"66","common","641","90","14","18","13","9","9","18","9"
"66","uncommon","705","99","15","19","15","10","10","20","10"
"66","rare","782.5","110","17","22","16","11","11","22","11"
"66","epic","872","122","18","25","18","12","12","25","12"
"67","common","650.5","91","14","18","14","9","9","18","9"
"67","uncommon","715","100","15","20","15","10","10","20","10"
"67","rare","793","111","17","22","17","11","11","22","11"
"67","epic","884.5","124","19","25","19","12","12","25","12"
"68","common","659.5","92","14","18","14","9","9","19","9"
"68","uncommon","725.5","102","15","21","15","10","10","21","10"
"68","rare","804.5","113","17","23","17","11","11","23","11"
"68","epic","896.5","126","19","25","19","12","13","25","13"
"69","common","668.5","94","14","19","14","9","10","19","9"
"69","uncommon","735.5","103","16","21","15","10","10","21","10"
"69","rare","815.5","114","17","23","17","11","12","23","11"
"69","epic","909","127","19","25","19","13","13","25","13"
"70","common","678","95","14","19","14","9","10","19","10"
"70","uncommon","745.5","104","16","21","16","10","10","21","10"
"70","rare","827","116","17","23","17","12","12","23","12"
"70","epic","921.5","129","19","26","19","13","13","26","13"
"71","common","686.5","96","14","19","14","10","10","19","10"
"71","uncommon","755.5","106","16","21","16","10","11","21","11"
"71","rare","838","117","18","23","17","12","12","23","12"
"71","epic","934.5","131","20","26","20","13","13","26","13"
"72","common","696","97","15","19","14","10","10","19","10"
"72","uncommon","765.5","107","16","21","16","11","11","21","11"
"72","rare","849.5","119","18","23","18","12","12","24","12"
"72","epic","947","133","20","27","20","13","13","27","13"
"73","common","705","99","15","19","15","10","10","20","10"
"73","uncommon","775.5","109","16","22","16","11","11","22","11"
"73","rare","860.5","120","18","24","18","12","12","24","12"
"73","epic","959","134","20","27","20","13","14","27","13"
"74","common","714.5","100","15","20","15","10","10","20","10"
"74","uncommon","785.5","110","17","22","16","11","11","22","11"
"74","rare","871.5","122","18","25","18","12","12","25","12"
"74","epic","971.5","136","20","27","20","14","14","27","14"
"75","common","723.5","101","15","20","15","10","10","21","10"
"75","uncommon","795.5","111","17","22","17","11","11","22","11"
"75","rare","882.5","124","19","25","19","12","12","25","12"
"75","epic","984","138","21","27","21","14","14","27","14"
"76","common","733","103","16","21","15","10","10","21","10"
"76","uncommon","806","113","17","23","17","11","11","23","11"
"76","rare","893.5","125","19","25","19","12","13","25","12"
"76","epic","996.5","140","21","28","21","14","14","28","14"
"77","common","742","104","16","21","16","10","10","21","10"
"77","uncommon","816","114","17","23","17","11","12","23","11"
"77","rare","905","127","19","25","19","13","13","25","13"
"77","epic","1008.5","141","21","28","21","14","14","29","14"
"78","common","751","105","16","21","16","10","11","21","10"
"78","uncommon","826.5","116","17","23","17","12","12","23","12"
"78","rare","916","128","19","25","19","13","13","26","13"
"78","epic","1021","143","22","29","21","14","14","29","14"
"79","common","760","106","16","21","16","10","11","21","11"
"79","uncommon","836.5","117","18","23","17","12","12","23","12"
"79","rare","927.5","130","20","26","19","13","13","26","13"
"79","epic","1034","145","22","29","22","14","15","29","14"
"80","common","769.5","108","16","21","16","11","11","22","11"
"80","uncommon","846.5","119","18","23","18","12","12","24","12"
"80","rare","938.5","131","20","26","20","13","13","26","13"
"80","epic","1046.5","147","22","29","22","15","15","29","15"
"81","common","778.5","109","16","22","16","11","11","22","11"
"81","uncommon","856.5","120","18","24","18","12","12","24","12"
"81","rare","950","133","20","27","20","13","13","27","13"
"81","epic","1059","148","22","29","22","15","15","30","15"
"82","common","787.5","110","17","22","16","11","11","22","11"
"82","uncommon","866.5","121","18","24","18","12","12","25","12"
"82","rare","961","135","20","27","20","13","14","27","14"
"82","epic","1071","150","23","30","22","15","15","30","15"
"83","common","797","112","17","22","17","11","11","23","11"
"83","uncommon","876.5","123","19","25","18","12","12","25","12"
"83","rare","972","136","20","27","20","14","14","27","14"
"83","epic","1083.5","152","23","30","23","15","15","31","15"
"84","common","806","113","17","23","17","11","11","23","11"
"84","uncommon","886.5","124","19","25","19","12","12","25","12"
"84","rare","983","138","21","27","21","14","14","27","14"
"84","epic","1096","153","23","31","23","15","15","31","15"
"85","common","815","114","17","23","17","11","12","23","11"
"85","uncommon","896.5","126","19","25","19","12","13","25","13"
"85","rare","994.5","139","21","27","21","14","14","28","14"
"85","epic","1108.5","155","23","31","23","15","16","31","16"
"86","common","824","115","17","23","17","11","12","23","12"
"86","uncommon","906.5","127","19","25","19","13","13","25","13"
"86","rare","1005.5","141","21","28","21","14","14","29","14"
"86","epic","1121","157","24","31","23","16","16","31","16"
"87","common","833.5","117","18","23","17","12","12","23","12"
"87","uncommon","916.5","128","19","25","19","13","13","26","13"
"87","rare","1017","142","21","29","21","14","14","29","14"
"87","epic","1133.5","159","24","31","24","16","16","32","16"
"88","common","842.5","118","18","23","18","12","12","23","12"
"88","uncommon","927","130","20","26","19","13","13","26","13"
"88","rare","1028","144","22","29","22","14","14","29","14"
"88","epic","1146","160","24","32","24","16","16","32","16"
"89","common","852","119","18","23","18","12","12","24","12"
"89","uncommon","937","131","20","26","20","13","13","26","13"
"89","rare","1039","145","22","29","22","14","15","29","14"
"89","epic","1158.5","162","24","33","24","16","16","33","16"
"90","common","861","121","18","24","18","12","12","25","12"
"90","uncommon","947","133","20","27","20","13","13","27","13"
"90","rare","1050.5","147","22","29","22","15","15","29","15"
"90","epic","1171","164","25","33","25","16","16","33","16"
"91","common","870.5","122","18","25","18","12","12","25","12"
"91","uncommon","957","134","20","27","20","13","14","27","13"
"91","rare","1061.5","149","22","30","22","15","15","30","15"
"91","epic","1183","166","25","33","25","16","17","33","17"
"92","common","879","123","19","25","18","12","12","25","12"
"92","uncommon","967","135","20","27","20","13","14","27","14"
"92","rare","1072.5","150","23","30","22","15","15","30","15"
"92","epic","1195.5","167","25","33","25","17","17","33","17"
"93","common","888","124","19","25","19","12","12","25","12"
"93","uncommon","977","137","21","27","20","14","14","27","14"
"93","rare","1083.5","152","23","30","23","15","15","31","15"
"93","epic","1208","169","25","34","25","17","17","34","17"
"94","common","897.5","126","19","25","19","12","13","25","13"
"94","uncommon","987","138","21","27","21","14","14","27","14"
"94","rare","1095","153","23","31","23","15","15","31","15"
"94","epic","1220.5","171","26","34","26","17","17","34","17"
"95","common","906.5","127","19","25","19","13","13","25","13"
"95","uncommon","997","140","21","28","21","14","14","28","14"
"95","rare","1106","155","23","31","23","15","16","31","16"
"95","epic","1233.5","173","26","35","26","17","17","35","17"
"96","common","916","128","19","25","19","13","13","26","13"
"96","uncommon","1007","141","21","28","21","14","14","29","14"
"96","rare","1117.5","156","23","31","23","16","16","31","16"
"96","epic","1245.5","174","26","35","26","17","18","35","17"
"97","common","925","130","20","26","19","13","13","26","13"
"97","uncommon","1017.5","142","21","29","21","14","14","29","14"
"97","rare","1128.5","158","24","31","24","16","16","31","16"
"97","epic","1258","176","26","35","26","18","18","35","18"
"98","common","934.5","131","20","26","20","13","13","26","13"
"98","uncommon","1028","144","22","29","22","14","14","29","14"
"98","rare","1140","160","24","32","24","16","16","32","16"
"98","epic","1270.5","178","27","35","27","18","18","35","18"
"99","common","943","132","20","26","20","13","13","27","13"
"99","uncommon","1038","145","22","29","22","14","15","29","14"
"99","rare","1151","161","24","32","24","16","16","33","16"
"99","epic","1283","180","27","36","27","18","18","36","18"
"100","common","952.5","133","20","27","20","13","13","27","13"
"100","uncommon","1048","147","22","29","22","15","15","29","15"
"100","rare","1162","163","25","33","24","16","16","33","16"
"100","epic","1295","181","27","36","27","18","18","37","18"
