"ilvl","rarity","average_attack_roll","defense_target_total","helmet","upperArmor","pauldrons","gloves","belt","lowerArmor","boots"
"48","uncommon","519","182","27","37","27","18","18","37","18"
"48","rare","575.5","201","30","40","30","20","20","41","20"
"48","epic","641.5","225","34","45","34","22","23","45","22"
"49","common","481","168","25","33","25","17","17","34","17"
"49","uncommon","528.5","185","28","37","28","18","19","37","18"
"49","rare","586.5","205","31","41","31","20","21","41","20"
"49","epic","654","229","34","46","34","23","23","46","23"
"50","common","489.5","171","26","34","26","17","17","34","17"
"50","uncommon","539","189","28","38","28","19","19","38","19"
"50","rare","597.5","209","31","42","31","21","21","42","21"
"50","epic","666","233","35","47","35","23","23","47","23"
"51","common","499","175","26","35","26","17","18","35","18"
"51","uncommon","549","192","29","38","29","19","19","39","19"
"51","rare","608.5","213","32","43","32","21","21","43","21"
"51","epic","678.5","237","36","47","35","24","24","47","24"
"52","common","508","178","27","35","27","18","18","35","18"
"52","uncommon","559","196","29","39","29","20","20","39","20"
"52","rare","619.5","217","33","43","32","22","22","43","22"
"52","epic","691","242","36","49","36","24","24","49","24"
"53","common","517","181","27","36","27","18","18","37","18"
"53","uncommon","568.5","199","30","39","30","20","20","40","20"
"53","rare","631","221","33","44","33","22","22","45","22"
"53","epic","703.5","246","37","49","37","24","25","49","25"
"54","common","526","184","28","37","28","18","18","37","18"
"54","uncommon","578.5","202","30","41","30","20","20","41","20"
"54","rare","642","225","34","45","34","22","23","45","22"
"54","epic","715.5","250","38","50","37","25","25","50","25"
"55","common","535.5","187","28","37","28","19","19","37","19"
"55","uncommon","589","206","31","41","31","20","21","41","21"
"55","rare","653","229","34","46","34","23","23","46","23"
"55","epic","728","255","38","51","38","25","26","51","26"
"56","common","544.5","191","29","38","29","19","19","38","19"
"56","uncommon","599","210","32","42","31","21","21","42","21"
"56","rare","664","232","35","46","35","23","23","47","23"
"56","epic","740","259","39","51","39","26","26","52","26"
"57","common","553.5","194","29","39","29","19","20","39","19"
"57","uncommon","608.5","213","32","43","32","21","21","43","21"
"57","rare","675.5","236","35","47","35","24","24","47","24"
"57","epic","752.5","263","40","53","39","26","26","53","26"
"58","common","562.5","197","30","39","29","20","20","39","20"
"58","uncommon","618.5","216","32","43","32","22","22","43","22"
"58","rare","686.5","240","36","48","36","24","24","48","24"
"58","epic","765","268","40","53","40","27","27","54","27"
"59","common","571.5","200","30","40","30","20","20","40","20"
"59","uncommon","628.5","220","33","44","33","22","22","44","22"
"59","rare","697.5","244","37","49","37","24","24","49","24"
"59","epic","777","272","41","54","41","27","27","55","27"
"60","common","580.5","203","31","41","30","20","20","41","20"
"60","uncommon","639","224","34","45","34","22","22","45","22"
"60","rare","708.5","248","37","49","37","25","25","50","25"
"60","epic","790","277","42","55","41","28","28","55","28"
"61","common","589.5","206","31","41","31","20","21","41","21"
"61","uncommon","648.5","227","34","45","34","23","23","45","23"
"61","rare","719.5","252","38","50","38","25","25","51","25"
"61","epic","802","281","42","56","42","28","28","57","28"
"62","common","599","210","32","42","31","21","21","42","21"
"62","uncommon","658.5","230","35","46","34","23","23","46","23"
"62","rare","730.5","256","38","51","38","26","26","51","26"
"62","epic","814.5","285","43","57","43","28","29","57","28"
"63","common","607.5","213","32","43","32","21","21","43","21"
"63","uncommon","668.5","234","35","47","35","23","24","47","23"
"63","rare","741.5","260","39","52","39","26","26","52","26"
"63","epic","826.5","289","43","58","43","29","29","58","29"
"64","common","617","216","32","43","32","22","22","43","22"
"64","uncommon","678.5","237","36","47","35","24","24","47","24"
"64","rare","752.5","263","40","53","39","26","26","53","26"
"64","epic","839","294","44","59","44","29","30","59","29"
"65","common","626","219","33","43","33","22","22","44","22"
"65","uncommon","689","241","36","48","36","24","24","49","24"
"65","rare","763.5","267","40","53","40","27","27","53","27"
"65","epic","851","298","45","59","45","30","30","59","30"
"66","common","635","222","33","45","33","22","22","45","22"
"66","uncommon","698.5","244","37","49","37","24","24","49","24"
"66","rare","774.5","271","41","54","41","27","27","54","27"
"66","epic","863.5","302","45","61","45","30","30","61","30"
"67","common","644","225","34","45","34","22","23","45","22"
"67","uncommon","708.5","248","37","49","37","25","25","50","25"
"67","rare","785.5","275","41","55","41","27","28","55","28"
"67","epic","876","307","46","61","46","31","31","61","31"
"68","common","653.5","229","34","46","34","23","23","46","23"
"68","uncommon","718.5","251","38","50","38","25","25","50","25"
"68","rare","797","279","42","55","42","28","28","56","28"
"68","epic","888.5","311","47","62","47","31","31","62","31"
"69","common","662.5","232","35","46","35","23","23","47","23"
"69","uncommon","728.5","255","38","51","38","25","26","51","26"
"69","rare","808","283","43","57","42","28","28","57","28"
"69","epic","901","315","47","63","47","31","32","63","32"
"70","common","671","235","35","47","35","23","24","47","24"
"70","uncommon","738.5","258","39","51","39","26","26","51","26"
"70","rare","819","287","43","57","43","29","29","57","29"
"70","epic","913","320","48","64","48","32","32","64","32"
"71","common","680.5","238","36","47","36","24","24","47","24"
"71","uncommon","748.5","262","39","53","39","26","26","53","26"
"71","rare","830","291","44","58","44","29","29","58","29"
"71","epic","925.5","324","49","65","49","32","32","65","32"
"72","common","689.5","241","36","48","36","24","24","49","24"
"72","uncommon","758.5","265","40","53","40","26","27","53","26"
"72","rare","841","294","44","59","44","29","30","59","29"
"72","epic","937.5","328","49","65","49","33","33","66","33"
"73","common","698.5","244","37","49","37","24","24","49","24"
"73","uncommon","768.5","269","40","54","40","27","27","54","27"
"73","rare","852","298","45","59","45","30","30","59","30"
"73","epic","950","333","50","67","50","33","33","67","33"
"74","common","707.5","248","37","49","37","25","25","50","25"
"74","uncommon","778","272","41","54","41","27","27","55","27"
"74","rare","863","302","45","61","45","30","30","61","30"
"74","epic","962.5","337","51","67","50","34","34","67","34"
"75","common","717","251","38","50","38","25","25","50","25"
"75","uncommon","788.5","276","41","55","41","28","28","55","28"
"75","rare","874","306","46","61","46","30","31","61","31"
"75","epic","975","341","51","68","51","34","34","69","34"
"76","common","725.5","254","38","51","38","25","26","51","25"
"76","uncommon","798.5","279","42","55","42","28","28","56","28"
"76","rare","885.5","310","47","62","46","31","31","62","31"
"76","epic","987","345","52","69","52","34","35","69","34"
"77","common","735","257","39","51","38","26","26","51","26"
"77","uncommon","808.5","283","43","57","42","28","28","57","28"
"77","rare","896.5","314","47","63","47","31","32","63","31"
"77","epic","999.5","350","53","70","52","35","35","70","35"
"78","common","744","260","39","52","39","26","26","52","26"
"78","uncommon","818","286","43","57","43","28","29","57","29"
"78","rare","907.5","318","48","63","48","32","32","63","32"
"78","epic","1011.5","354","53","71","53","35","36","71","35"
"79","common","753","264","40","53","40","26","26","53","26"
"79","uncommon","828","290","44","58","43","29","29","58","29"
"79","rare","919","322","48","65","48","32","32","65","32"
"79","epic","1024","358","54","71","54","36","36","71","36"
"80","common","762","267","40","53","40","27","27","53","27"
"80","uncommon","838.5","293","44","59","44","29","29","59","29"
"80","rare","930","326","49","65","49","32","33","65","33"
"80","epic","1036","363","55","73","54","36","36","73","36"
"81","common","771","270","41","54","40","27","27","54","27"
"81","uncommon","848.5","297","45","59","44","30","30","59","30"
"81","rare","941","329","49","66","49","33","33","66","33"
"81","epic","1048.5","367","55","73","55","37","37","73","37"
"82","common","780.5","273","41","55","41","27","27","55","27"
"82","uncommon","858","300","45","60","45","30","30","60","30"
"82","rare","952","333","50","67","50","33","33","67","33"
"82","epic","1061.5","372","56","74","56","37","37","75","37"
"83","common","789","276","41","55","41","28","28","55","28"
"83","uncommon","868","304","46","61","46","30","30","61","30"
"83","rare","963","337","51","67","50","34","34","67","34"
"83","epic","1073.5","376","56","75","56","38","38","75","38"
"84","common","798.5","279","42","55","42","28","28","56","28"
"84","uncommon","878","307","46","61","46","31","31","61","31"
"84","rare","974","341","51","68","51","34","34","69","34"
"84","epic","1086","380","57","76","57","38","38","76","38"
"85","common","807.5","283","43","57","42","28","28","57","28"
"85","uncommon","888.5","311","47","62","47","31","31","62","31"
"85","rare","985","345","52","69","52","34","35","69","34"
"85","epic","1098","384","58","77","58","38","38","77","38"
"86","common","816.5","286","43","57","43","28","29","57","29"
"86","uncommon","898.5","314","47","63","47","31","32","63","31"
"86","rare","996","349","52","70","52","35","35","70","35"
"86","epic","1110.5","389","58","78","58","39","39","78","39"
"87","common","825.5","289","43","58","43","29","29","58","29"
"87","uncommon","908","318","48","63","48","32","32","63","32"
"87","rare","1007","352","53","70","53","35","35","71","35"
"87","epic","1122.5","393","59","79","59","39","39","79","39"
"88","common","835","292","44","58","44","29","29","59","29"
"88","uncommon","918","321","48","64","48","32","32","65","32"
"88","rare","1018","356","53","71","53","36","36","71","36"
"88","epic","1135","397","60","79","59","40","40","79","40"
"89","common","843.5","295","44","59","44","29","30","59","30"
"89","uncommon","928","325","49","65","49","32","33","65","32"
"89","rare","1029.5","360","54","72","54","36","36","72","36"
"89","epic","1147.5","402","60","81","60","40","40","81","40"
"90","common","852.5","298","45","59","45","30","30","59","30"
"90","uncommon","938.5","328","49","65","49","33","33","66","33"
"90","rare","1040.5","364","55","73","55","36","36","73","36"
"90","epic","1160","406","61","81","61","40","41","81","41"
"91","common","862","302","45","61","45","30","30","61","30"
"91","uncommon","948","332","50","66","50","33","33","67","33"
"91","rare","1051.5","368","55","73","55","37","37","74","37"
"91","epic","1172","410","62","82","61","41","41","82","41"
"92","common","870.5","305","46","61","46","30","31","61","30"
"92","uncommon","958","335","50","67","50","33","34","67","34"
"92","rare","1062.5","372","56","74","56","37","37","75","37"
"92","epic","1184.5","415","62","83","62","41","42","83","42"
"93","common","880","308","46","61","46","31","31","62","31"
"93","uncommon","968","339","51","67","51","34","34","68","34"
"93","rare","1073.5","376","56","75","56","38","38","75","38"
"93","epic","1196.5","419","63","83","63","42","42","84","42"
"94","common","889","311","47","62","47","31","31","62","31"
"94","uncommon","978","342","51","69","51","34","34","69","34"
"94","rare","1084.5","380","57","76","57","38","38","76","38"
"94","epic","1209","423","64","85","63","42","42","85","42"
"95","common","898.5","314","47","63","47","31","32","63","31"
"95","uncommon","988","346","52","69","52","34","35","69","35"
"95","rare","1095.5","383","58","77","57","38","38","77","38"
"95","epic","1221.5","428","64","85","64","43","43","86","43"
"96","common","907","317","48","63","47","32","32","63","32"
"96","uncommon","998","349","52","70","52","35","35","70","35"
"96","rare","1106.5","387","58","77","58","39","39","77","39"
"96","epic","1233.5","432","65","86","65","43","43","87","43"
"97","common","916.5","321","48","64","48","32","32","65","32"
"97","uncommon","1008","353","53","71","53","35","35","71","35"
"97","rare","1117.5","391","59","78","59","39","39","78","39"
"97","epic","1246.5","436","65","87","65","44","44","87","44"
"98","common","925.5","324","49","65","49","32","32","65","32"
"98","uncommon","1018","356","53","71","53","36","36","71","36"
"98","rare","1129","395","59","79","59","39","40","79","40"
"98","epic","1258.5","440","66","88","66","44","44","88","44"
"99","common","934.5","327","49","65","49","33","33","65","33"
"99","uncommon","1027.5","360","54","72","54","36","36","72","36"
"99","rare","1140","399","60","79","60","40","40","80","40"
"99","epic","1271","445","67","89","67","44","45","89","44"
"100","common","943.5","330","50","66","49","33","33","66","33"
"100","uncommon","1038","363","55","73","54","36","36","73","36"
"100","rare","1151.5","403","61","81","60","40","40","81","40"
"100","epic","1283","449","67","90","67","45","45","90","45"
